,lat,long,bedrooms,bathrooms,floors,waterfront,grade,condition,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,year_2014,quarter_0,quarter_1,quarter_2,price
3377,47.678000000000004,-122.375,4,2.0,2.0,1,7,3,2640,5000,2040,600,69,0,0,1,0,0,750000
3378,47.5518,-122.279,3,1.0,1.0,1,6,4,960,6180,960,0,108,0,0,1,0,0,320000
3379,47.6895,-122.382,2,1.0,1.0,1,7,3,800,4046,800,0,78,0,0,1,0,0,422500
3380,47.5882,-122.295,3,3.25,1.0,1,10,3,2330,4000,1730,600,54,1,0,1,0,0,826000
3381,47.6261,-122.296,3,1.0,1.5,1,7,3,1380,4000,1380,0,108,0,0,1,0,0,505000
3382,47.6835,-122.30799999999999,5,1.75,1.5,1,7,3,2330,3800,1360,970,91,0,0,1,0,0,780000
3383,47.5321,-121.851,3,2.5,2.0,1,7,3,1970,3667,1970,0,14,0,0,1,0,0,420000
3384,47.5985,-122.29799999999999,3,1.0,1.5,1,6,3,1190,3600,1190,0,114,0,0,1,0,0,350000
3385,47.6103,-122.296,3,2.0,1.0,1,7,3,1540,3600,890,650,24,0,0,1,0,0,500000
3386,47.6465,-122.35700000000001,4,1.75,1.0,1,7,3,2360,6000,1280,1080,63,0,0,1,0,0,700000
3387,47.3523,-122.213,3,2.5,2.0,1,7,3,2095,3438,2095,0,10,0,0,1,0,0,292500
3388,47.6805,-122.346,4,3.75,3.0,1,8,3,3920,4500,3920,0,5,0,0,1,0,0,1165000
3389,47.7274,-122.35700000000001,2,1.5,3.0,1,7,3,1390,1756,1390,0,13,0,0,1,0,0,299950
3390,47.6822,-122.32600000000001,3,3.0,3.0,1,7,3,1520,1800,1520,0,15,0,0,1,0,0,600000
3391,47.7035,-122.35700000000001,3,2.25,2.0,1,7,3,1530,1279,1116,414,11,0,0,1,0,0,390500
3392,47.6414,-122.32700000000001,4,2.0,1.0,1,7,3,2450,4400,1450,1000,105,1,0,1,0,0,800000
3393,47.6568,-122.321,3,2.5,2.0,1,8,3,1270,1062,1060,210,10,0,0,1,0,0,433000
3394,47.3085,-121.88799999999999,3,2.75,1.5,1,8,3,2480,209199,1870,610,18,0,0,1,0,0,408506
3395,47.7576,-121.934,3,2.0,1.0,1,7,3,1400,218252,1400,0,21,0,0,1,0,0,330000
3396,47.3414,-122.117,3,2.75,1.0,1,7,3,2500,35245,1580,920,18,0,0,1,0,0,397900
3397,47.6624,-122.06200000000001,5,2.25,2.0,1,9,3,3100,97661,3100,0,32,0,0,1,0,0,850000
3398,47.7233,-122.117,5,3.25,1.0,1,8,3,2950,67475,2530,420,37,1,0,1,0,0,810000
3399,47.6596,-121.96,3,2.75,2.0,1,9,3,2150,31238,2150,0,22,0,0,1,0,0,595000
3400,47.7349,-122.074,2,1.0,1.0,1,7,3,1140,75132,1140,0,62,0,0,1,0,0,380000
3401,47.3117,-122.27,4,1.5,1.0,1,7,4,1550,19800,1050,500,49,0,0,1,0,0,252000
3402,47.3547,-122.285,3,1.75,1.0,1,7,4,2180,9220,1090,1090,80,0,0,1,0,0,389000
3403,47.7633,-122.369,5,3.25,1.0,1,10,3,4140,32700,2190,1950,45,0,0,1,0,0,1400000
3404,47.6227,-122.21600000000001,4,3.75,1.0,1,9,3,3480,14850,1870,1610,67,1,0,1,0,0,2500000
3405,47.5647,-121.90299999999999,3,2.5,2.0,1,8,3,1950,18533,1950,0,30,0,0,1,0,0,400000
3406,47.586999999999996,-121.96600000000001,4,5.0,2.0,1,11,3,4630,24054,4630,0,13,0,0,1,0,0,1425000
3407,47.4335,-122.338,3,1.75,1.0,1,8,4,2570,14033,2570,0,65,0,0,1,0,0,567500
3408,47.4761,-121.758,3,1.75,1.0,1,7,3,1140,22267,1140,0,32,0,0,1,0,0,269900
3409,47.743,-122.09700000000001,4,1.0,1.0,1,7,4,1750,12528,1750,0,51,0,0,1,0,0,432000
3410,47.3836,-122.08200000000001,3,1.0,1.0,1,7,3,1020,55756,1020,0,57,0,0,1,0,0,310000
3411,47.6378,-122.066,4,2.75,2.0,1,10,3,3630,11775,3630,0,19,0,0,1,0,0,962800
3412,47.2874,-122.18700000000001,3,1.75,1.0,1,7,5,1700,11613,1180,520,41,0,0,1,0,0,263950
3413,47.5497,-122.145,3,2.5,2.0,1,9,4,2560,9825,2560,0,30,0,0,1,0,0,823000
3414,47.3826,-122.146,4,2.5,2.0,1,9,3,3140,12591,3140,0,25,0,0,1,0,0,464000
3415,47.6381,-122.205,4,2.75,1.0,1,7,3,2220,11925,1560,660,65,1,0,1,0,0,825000
3416,47.6999,-122.2,4,2.75,1.0,1,7,5,1910,11356,1160,750,41,0,0,1,0,0,630100
3417,47.6569,-122.12299999999999,3,2.25,2.0,1,8,3,2470,11603,1540,930,30,0,0,1,0,0,736000
3418,47.6187,-122.226,3,1.0,1.0,1,7,4,1320,8500,1320,0,64,0,0,1,0,0,937500
3419,47.3835,-122.148,3,2.5,2.0,1,9,3,2740,9168,2740,0,27,0,0,1,0,0,409000
3420,47.776,-122.26,4,2.5,1.0,1,8,3,1940,4517,1190,750,8,0,0,1,0,0,425000
3421,47.4919,-122.15100000000001,3,1.5,1.0,1,7,4,1160,10125,1160,0,59,0,0,1,0,0,210000
3422,47.3529,-122.274,4,2.75,2.0,1,8,3,2140,9920,2140,0,25,0,0,1,0,0,354450
3423,47.7182,-122.194,3,1.0,1.0,1,7,3,1120,10032,1120,0,56,0,0,1,0,0,355500
3424,47.4631,-122.36200000000001,4,1.75,1.0,1,7,3,2400,9900,1250,1150,61,0,0,1,0,0,387500
3425,47.5806,-122.055,5,3.25,2.0,1,10,3,3960,6352,3960,0,4,0,0,1,0,0,919990
3426,47.6051,-122.195,4,2.25,1.0,1,8,4,2490,9864,1290,1200,57,0,0,1,0,0,824000
3427,47.4129,-122.209,3,2.0,1.0,1,7,3,1280,14972,1280,0,55,0,0,1,0,0,200500
3428,47.3594,-122.07600000000001,3,1.75,1.0,1,7,3,1530,9600,1200,330,30,0,0,1,0,0,284000
3429,47.2741,-122.337,3,2.75,1.0,1,8,3,2090,9620,1340,750,31,0,0,1,0,0,310000
3430,47.2598,-122.281,3,1.75,1.0,1,7,4,1580,14400,1580,0,37,0,0,1,0,0,225000
3431,47.3866,-122.169,4,2.5,2.0,1,9,3,2540,12843,2540,0,26,0,0,1,0,0,350900
3432,47.4808,-122.315,2,1.0,1.0,1,5,1,730,9975,730,0,75,0,0,1,0,0,81000
3433,47.5817,-122.241,3,1.5,1.0,1,7,4,1090,7200,1090,0,60,0,0,1,0,0,698000
3434,47.5308,-122.171,3,2.5,1.0,1,8,3,2450,7051,1870,580,28,0,0,1,0,0,537100
3435,47.6993,-122.376,3,1.0,1.0,1,7,3,1680,8010,840,840,67,0,0,1,0,0,350000
3436,47.3912,-122.301,3,2.0,1.0,1,7,4,1979,8470,1329,650,62,0,0,1,0,0,339000
3437,47.3143,-122.37,3,1.75,1.5,1,8,3,2380,10450,2380,0,52,0,0,1,0,0,315000
3438,47.7089,-122.20100000000001,6,1.75,1.0,1,7,3,2230,10080,1390,840,49,0,0,1,0,0,692500
3439,47.3576,-122.156,2,1.0,1.0,1,7,2,900,23000,900,0,65,0,0,1,0,0,157340
3440,47.7635,-122.335,4,1.75,1.0,1,7,4,2360,8116,1180,1180,102,1,0,1,0,0,397950
3441,47.7365,-122.324,3,2.0,1.0,1,7,3,1360,6685,1360,0,66,0,0,1,0,0,290000
3442,47.5439,-121.86200000000001,3,2.75,2.0,1,9,3,2450,5750,2450,0,5,0,0,1,0,0,605000
3443,47.6321,-122.304,5,4.0,2.0,1,9,3,4690,8208,3040,1650,92,0,0,1,0,0,2048000
3444,47.7397,-122.324,4,2.25,1.0,1,7,3,2490,8700,1890,600,42,0,0,1,0,0,442500
3445,47.7377,-121.97399999999999,5,3.75,2.0,1,9,3,3570,14648,3570,0,13,0,0,1,0,0,624000
3446,47.4121,-122.17200000000001,3,2.25,1.0,1,7,3,1890,7314,1100,790,37,0,0,1,0,0,255000
3447,47.3011,-122.369,3,1.75,1.0,1,7,4,1050,7854,1050,0,43,0,0,1,0,0,237500
3448,47.3499,-122.302,3,2.5,2.0,1,8,3,2000,7205,2000,0,20,0,0,1,0,0,325000
3449,47.6627,-122.19200000000001,2,1.0,1.0,1,7,3,1670,8195,1670,0,64,1,0,1,0,0,660000
3450,47.3251,-122.329,4,2.25,2.0,1,8,3,2100,8075,2100,0,40,0,0,1,0,0,280000
3451,47.5191,-122.339,3,1.0,1.0,1,7,3,1220,7695,1220,0,64,0,0,1,0,0,222000
3452,47.4483,-122.13,4,1.75,1.5,1,8,3,1740,7208,1740,0,42,0,0,1,0,0,329950
3453,47.7711,-122.34100000000001,4,2.25,1.0,1,7,5,2180,10754,1100,1080,64,0,0,1,0,0,530000
3454,47.688,-122.01799999999999,4,3.25,2.0,1,9,3,3720,6765,3720,0,6,0,0,1,0,0,955000
3455,47.3672,-122.09899999999999,4,2.5,2.0,1,7,3,1770,4338,1770,0,17,0,0,1,0,0,279900
3456,47.5055,-122.26,5,1.75,1.0,1,7,3,2230,7560,1230,1000,59,0,0,1,0,0,375000
3457,47.6819,-122.271,4,1.5,1.5,1,7,3,1950,6300,1650,300,74,0,0,1,0,0,750000
3458,47.5682,-122.28399999999999,3,1.0,1.0,1,7,4,1640,6180,1640,0,72,0,0,1,0,0,525000
3459,47.6474,-122.389,4,3.0,2.0,1,9,3,3320,5760,2120,1200,64,1,0,1,0,0,1100000
3460,47.718999999999994,-122.321,3,1.0,1.5,1,7,3,970,5922,970,0,69,0,0,1,0,0,354950
3461,47.7497,-122.245,3,2.75,2.0,1,9,3,2460,6413,2460,0,14,0,0,1,0,0,646000
3462,47.6837,-122.28399999999999,3,1.75,1.0,1,8,3,1700,6500,1700,0,51,0,0,1,0,0,559000
3463,47.5363,-121.87,3,2.5,2.0,1,8,3,2400,6182,2400,0,20,0,0,1,0,0,523000
3464,47.6272,-122.31200000000001,4,2.25,2.0,1,9,5,3260,4640,2360,900,111,0,0,1,0,0,1328000
3465,47.5354,-122.273,4,1.0,1.5,1,6,4,1680,5043,1680,0,107,0,0,1,0,0,366350
3466,47.7048,-122.111,5,3.5,2.0,1,8,3,3220,5081,3220,0,5,0,0,1,0,0,950968
3467,47.6777,-122.156,4,2.5,2.0,1,9,3,3420,6845,3420,0,9,0,0,1,0,0,757500
3468,47.5189,-122.206,4,3.5,2.0,1,10,3,3630,5670,3630,0,48,1,0,1,0,0,698000
3469,47.3063,-122.219,2,1.0,1.0,1,7,3,1250,5208,1050,200,67,0,0,1,0,0,150000
3470,47.6389,-122.40700000000001,3,2.75,1.5,1,9,4,3450,5350,2590,860,93,0,0,1,0,0,1295000
3471,47.513000000000005,-122.354,2,1.0,1.0,1,6,3,780,5300,780,0,77,0,0,1,0,0,130000
3472,47.5132,-122.387,3,2.5,2.0,1,8,3,2220,5279,2220,0,12,0,0,1,0,0,540000
3473,47.5389,-121.89,4,2.5,2.0,1,7,3,2570,6157,2570,0,12,0,0,1,0,0,490000
3474,47.6056,-122.311,6,2.0,2.5,1,9,3,3560,5120,3560,0,118,0,0,1,0,0,835000
3475,47.6422,-122.40299999999999,4,2.75,1.0,1,8,5,2080,5000,1470,610,78,0,0,1,0,0,783000
3476,47.2107,-121.99,1,1.0,1.0,1,6,5,900,4368,900,0,103,1,0,1,0,0,152900
3477,47.6612,-122.363,5,2.75,1.5,1,8,4,2720,4680,1710,1010,105,0,0,1,0,0,752500
3478,47.6545,-122.336,3,1.0,1.0,1,7,4,1280,3900,1280,0,97,0,0,1,0,0,738000
3479,47.565,-122.125,4,2.5,2.0,1,9,3,2680,4499,2680,0,19,0,0,1,0,0,807100
3480,47.6847,-122.37,4,1.75,1.0,1,8,5,1960,4340,980,980,106,0,0,1,0,0,724950
3481,47.688,-122.32,3,1.0,1.0,1,7,4,2270,4182,1170,1100,72,0,0,1,0,0,645000
3482,47.6259,-122.14200000000001,4,3.25,3.0,1,9,3,2590,3889,2590,0,5,0,0,1,0,0,760000
3483,47.6702,-122.3,4,3.25,1.5,1,7,4,3230,5000,1750,1480,102,0,0,1,0,0,826600
3484,47.6842,-122.344,2,1.0,1.0,1,6,3,1350,3880,950,400,91,0,0,1,0,0,350000
3485,47.5297,-122.073,4,3.25,2.0,1,10,3,2950,4161,2210,740,4,0,0,1,0,0,839704
3486,47.6861,-122.01299999999999,3,2.0,2.0,1,7,3,1460,3696,1460,0,8,0,0,1,0,0,392137
3487,47.5643,-122.28399999999999,2,2.0,1.5,1,6,4,1320,3060,1320,0,108,0,0,1,0,0,404500
3488,47.4489,-122.18799999999999,3,2.5,2.0,1,8,3,1610,2937,1610,0,12,0,0,1,0,0,290000
3489,47.4491,-122.12,3,2.5,2.0,1,8,3,1620,2930,1620,0,16,0,0,1,0,0,334950
3490,47.3768,-122.149,2,1.5,2.0,1,7,3,1230,1561,1230,0,35,0,0,1,0,0,139500
3491,47.6425,-122.374,3,2.5,2.0,1,9,3,1680,1620,1120,560,4,0,0,1,0,0,629950
3492,47.5655,-122.38600000000001,2,2.5,2.0,1,8,3,1340,999,940,400,10,0,0,1,0,0,407000
3493,47.5483,-122.277,3,3.25,2.0,1,7,3,1400,1343,1160,240,13,0,0,1,0,0,367500
3494,47.5218,-122.35799999999999,3,2.5,2.0,1,7,3,1350,1189,1080,270,11,0,0,1,0,0,270000
3495,47.2495,-121.97,2,1.0,1.0,1,6,2,2360,105850,1180,1180,71,0,0,1,0,0,370000
3496,47.333,-122.098,4,3.5,1.5,1,8,3,2700,443440,2700,0,70,1,0,1,0,0,569950
3497,47.6544,-121.99799999999999,4,2.5,2.0,1,9,3,3230,256132,3230,0,12,0,0,1,0,0,875000
3498,47.4741,-122.015,2,1.0,1.0,1,7,3,1320,24319,1320,0,52,0,0,1,0,0,240000
3499,47.7601,-122.134,3,2.25,2.0,1,9,3,2670,150270,2670,0,33,0,0,1,0,0,865000
3500,47.7077,-121.914,3,1.75,1.0,1,7,3,1410,45302,1410,0,38,0,0,1,0,0,334200
3501,47.7379,-122.052,4,2.5,2.0,1,8,3,2370,41338,2370,0,23,0,0,1,0,0,597000
3502,47.744,-122.046,4,2.25,2.0,1,7,3,2060,44431,2060,0,30,0,0,1,0,0,500000
3503,47.342,-122.025,4,2.5,2.0,1,10,3,3450,39683,3450,0,16,0,0,1,0,0,720000
3504,47.6674,-122.055,4,2.25,2.0,1,10,3,3440,35025,3440,0,30,0,0,1,0,0,853000
3505,47.673,-122.03,3,2.5,2.0,1,9,3,2790,21043,2790,0,25,0,0,1,0,0,750000
3506,47.6343,-121.969,4,2.5,2.0,1,8,3,2570,27972,2570,0,21,0,0,1,0,0,635000
3507,47.6354,-122.196,3,2.25,2.0,1,8,5,3740,22464,2330,1410,52,0,0,1,0,0,999950
3508,47.4754,-122.119,3,2.5,2.0,1,8,4,2100,17882,2100,0,33,0,0,1,0,0,505000
3509,47.4608,-122.34,3,1.75,1.0,1,7,3,1570,15330,1080,490,62,0,0,1,0,0,371000
3510,47.7246,-122.28399999999999,5,3.5,2.0,1,9,3,3890,13261,2870,1020,34,0,0,1,0,0,985000
3511,47.4482,-122.462,3,1.0,1.0,1,7,4,1810,13068,1360,450,77,0,0,1,0,0,329500
3512,47.5678,-122.03200000000001,5,2.75,2.0,1,10,3,3430,15119,3430,0,20,0,0,1,0,0,850000
3513,47.7089,-122.245,4,3.5,2.0,1,11,3,4120,12626,3970,150,4,0,0,1,0,0,1360000
3514,47.7455,-122.294,3,1.75,1.0,1,8,3,1900,11407,1900,0,55,0,0,1,0,0,360000
3515,47.486000000000004,-122.264,2,1.0,1.0,1,6,3,1150,11250,1150,0,98,0,0,1,0,0,254500
3516,47.3962,-122.309,3,1.5,1.0,1,7,3,1860,10379,1240,620,55,0,0,1,0,0,310000
3517,47.473,-122.118,3,2.5,1.0,1,8,4,2460,12600,1810,650,48,0,0,1,0,0,405000
3518,47.4434,-122.28299999999999,3,1.0,1.0,1,7,4,1060,10042,1060,0,61,0,0,1,0,0,219950
3519,47.5458,-122.227,4,2.25,1.0,1,9,5,2100,12172,2100,0,57,0,0,1,0,0,1081000
3520,47.4418,-121.772,3,1.75,1.0,1,7,3,1120,10450,1120,0,45,0,0,1,0,0,178500
3521,47.4497,-122.16799999999999,4,1.5,1.0,1,7,3,1730,10396,1730,0,54,0,0,1,0,0,302200
3522,47.7369,-122.321,2,1.0,1.0,1,6,3,1140,10152,760,380,76,0,0,1,0,0,153000
3523,47.6125,-122.152,4,2.5,2.0,1,9,3,2460,9296,2460,0,40,0,0,1,0,0,722500
3524,47.2909,-122.219,2,1.5,1.0,1,8,4,1440,11954,1440,0,40,0,0,1,0,0,330000
3525,47.6157,-122.05,3,2.25,1.0,1,7,3,1820,9694,1240,580,41,0,0,1,0,0,415000
3526,47.3494,-122.171,3,2.5,2.0,1,7,3,1710,10341,1710,0,32,0,0,1,0,0,287000
3527,47.5821,-122.24700000000001,5,2.25,1.0,1,8,4,2690,10800,2020,670,62,0,0,1,0,0,1298890
3528,47.7297,-122.32700000000001,2,1.0,1.0,1,7,3,1220,10170,980,240,70,0,0,1,0,0,443000
3529,47.6231,-122.102,4,2.0,1.0,1,8,3,1660,12377,1660,0,52,0,0,1,0,0,550000
3530,47.7002,-122.19200000000001,3,1.75,1.0,1,7,4,1390,11700,1390,0,52,0,0,1,0,0,450000
3531,47.4631,-122.329,2,1.0,1.0,1,7,2,940,6000,940,0,64,0,0,1,0,0,246500
3532,47.2699,-122.255,3,1.0,1.0,1,6,4,1010,7520,1010,0,43,0,0,1,0,0,183500
3533,47.4562,-122.33,3,2.25,1.0,1,8,3,2170,8480,2170,0,53,0,0,1,0,0,315000
3534,47.4499,-122.12700000000001,4,2.5,2.0,1,8,3,2430,6796,2430,0,25,0,0,1,0,0,412950
3535,47.6733,-122.145,4,2.5,1.0,1,8,4,2100,8220,1300,800,43,0,0,1,0,0,607000
3536,47.5114,-122.196,5,3.25,2.0,1,9,3,3090,7069,3090,0,6,0,0,1,0,0,615000
3537,47.4205,-122.316,3,1.5,1.0,1,7,4,1450,6875,1450,0,57,0,0,1,0,0,249950
3538,47.4038,-122.167,4,2.5,2.0,1,8,3,1980,12062,1980,0,26,0,0,1,0,0,374950
3539,47.5669,-122.012,3,2.5,2.0,1,8,4,2120,6602,2120,0,29,0,0,1,0,0,578550
3540,47.6882,-122.214,4,4.25,2.0,1,11,3,4700,10800,3910,790,16,0,0,1,0,0,2225000
3541,47.3118,-122.337,3,1.75,1.0,1,8,2,1660,7350,1660,0,39,0,0,1,0,0,188000
3542,47.5278,-122.34299999999999,3,1.0,1.0,1,7,3,910,7620,910,0,47,0,0,1,0,0,290000
3543,47.4569,-122.354,3,1.75,1.0,1,7,4,1450,7620,1050,400,63,0,0,1,0,0,300000
3544,47.3708,-122.311,4,1.5,1.0,1,7,4,2000,6778,1170,830,56,0,0,1,0,0,284950
3545,47.4195,-122.33,3,1.0,1.0,1,6,4,1400,13975,1400,0,62,0,0,1,0,0,280000
3546,47.717,-122.226,3,1.75,1.0,1,7,3,1400,6750,1040,360,43,0,0,1,0,0,447000
3547,47.3525,-122.00200000000001,5,2.75,2.0,1,10,3,3750,12077,3750,0,13,0,0,1,0,0,775000
3548,47.5048,-122.19,3,1.0,1.0,1,7,4,1320,7200,1320,0,59,0,0,1,0,0,300000
3549,47.5108,-122.36200000000001,4,2.5,2.0,1,8,3,2130,4000,2130,0,4,0,0,1,0,0,392000
3550,47.7005,-122.352,2,1.0,1.0,1,6,3,760,7114,760,0,72,0,0,1,0,0,430000
3551,47.2907,-122.367,3,1.5,1.0,1,7,4,1520,6805,1040,480,37,0,0,1,0,0,265000
3552,47.5409,-122.26799999999999,3,3.25,2.0,1,7,4,2200,7440,1710,490,71,0,0,1,0,0,525000
3553,47.3536,-122.04700000000001,3,2.25,2.0,1,8,3,1390,6004,1390,0,25,0,0,1,0,0,292500
3554,47.6819,-122.272,4,2.25,1.0,1,8,4,2110,6375,1600,510,77,0,0,1,0,0,925000
3555,47.7281,-122.311,3,1.5,1.0,1,7,3,1230,7200,1230,0,65,0,0,1,0,0,424000
3556,47.3754,-122.163,3,2.0,1.0,1,7,3,1451,7159,1451,0,8,0,0,1,0,0,300000
3557,47.6928,-122.323,2,1.75,1.0,1,7,3,1820,6050,910,910,68,0,0,1,0,0,500007
3558,47.6909,-122.301,4,2.25,1.0,1,7,3,1950,6000,1350,600,57,0,0,1,0,0,564500
3559,47.494,-122.184,4,1.75,1.0,1,6,5,1430,5490,1430,0,76,0,0,1,0,0,265000
3560,47.7604,-122.235,3,2.5,2.0,1,9,3,2830,5788,2830,0,17,0,0,1,0,0,590000
3561,47.6493,-122.413,3,3.0,1.0,1,9,3,2800,5800,1580,1220,65,1,0,1,0,0,1028000
3562,47.3548,-122.00200000000001,4,3.0,2.0,1,9,3,3400,5100,3400,0,12,0,0,1,0,0,585000
3563,47.5547,-122.29899999999999,5,2.0,1.0,1,7,4,1820,5054,910,910,48,0,0,1,0,0,393000
3564,47.5116,-122.37899999999999,3,1.0,1.0,1,6,4,1060,5600,760,300,75,0,0,1,0,0,345000
3565,47.3666,-122.119,4,2.5,2.0,1,8,3,2690,5505,2690,0,14,0,0,1,0,0,333000
3566,47.5671,-122.39399999999999,2,1.0,1.0,1,7,3,1000,4950,800,200,70,0,0,1,0,0,525000
3567,47.3167,-122.18700000000001,4,2.5,2.0,1,7,3,1960,5642,1960,0,20,0,0,1,0,0,308000
3568,47.3427,-122.27799999999999,4,3.5,2.5,1,8,3,2796,3520,2796,0,5,0,0,1,0,0,349950
3569,47.5291,-122.26799999999999,2,1.0,1.0,1,7,2,1030,6000,830,200,67,0,0,1,0,0,230005
3570,47.6987,-122.365,3,2.5,3.0,1,8,3,1330,2183,1330,0,4,0,0,1,0,0,539950
3571,47.6914,-122.352,2,1.0,1.0,1,7,4,830,5000,830,0,97,0,0,1,0,0,393000
3572,47.7093,-121.36399999999999,3,1.0,1.5,1,6,4,1140,3240,1140,0,108,0,0,1,0,0,160000
3573,47.591,-122.01700000000001,3,2.5,2.0,1,8,3,2320,5284,2320,0,14,0,0,1,0,0,650000
3574,47.5711,-122.38600000000001,3,1.0,1.5,1,7,3,1320,5000,1320,0,106,0,0,1,0,0,459000
3575,47.6739,-122.329,2,1.0,1.0,1,7,3,1060,6120,1060,0,110,0,0,1,0,0,826000
3576,47.6855,-122.291,3,1.75,1.0,1,7,3,1680,3420,960,720,26,0,0,1,0,0,475000
3577,47.6012,-122.291,2,1.5,2.0,1,7,5,1620,3760,1170,450,94,0,0,1,0,0,545000
3578,47.6802,-122.361,5,1.75,1.5,1,7,4,2640,7722,1650,990,103,0,0,1,0,0,823000
3579,47.6624,-122.348,2,1.5,1.0,1,7,4,1220,5000,1220,0,80,0,0,1,0,0,580000
3580,47.5972,-122.295,4,1.0,1.0,1,6,4,1400,3600,700,700,117,0,0,1,0,0,386500
3581,47.653999999999996,-122.35,1,1.0,1.0,1,6,5,670,1800,670,0,113,0,0,1,0,0,435000
3582,47.6606,-122.331,4,1.0,1.5,1,7,3,1980,4560,1980,0,98,0,0,1,0,0,700000
3583,47.5128,-122.35799999999999,4,1.0,1.5,1,7,3,1290,5000,1290,0,61,0,0,1,0,0,275500
3584,47.5809,-122.40299999999999,3,3.5,2.0,1,8,3,1660,2298,1260,400,9,0,0,1,0,0,608000
3585,47.651,-122.384,3,3.5,3.0,1,8,3,1790,1288,1390,400,18,0,0,1,0,0,450000
3586,47.6327,-122.346,3,2.5,3.0,1,7,3,1500,1119,1110,390,10,0,0,1,0,0,605000
3587,47.4166,-121.94,3,2.0,2.0,1,8,3,2400,217800,1590,810,43,0,0,1,0,0,608000
3588,47.5617,-122.15799999999999,2,2.5,2.0,1,10,5,3180,9400,2610,570,33,0,0,1,0,0,1505000
3589,47.5069,-122.367,3,1.75,1.0,1,7,3,1420,7200,1000,420,39,0,0,1,0,0,300000
3590,47.7368,-122.295,3,2.0,2.0,1,7,3,1840,3432,1840,0,6,0,0,1,0,0,467000
3591,47.7731,-122.28200000000001,4,2.5,1.0,1,9,3,3240,23870,1840,1400,46,0,0,1,0,0,609000
3592,47.7691,-122.167,4,2.25,1.0,1,7,4,2230,11200,1300,930,41,0,0,1,0,0,480000
3593,47.6238,-122.191,2,1.0,1.0,1,6,3,1370,9460,1370,0,68,0,0,1,0,0,720000
3594,47.3112,-122.265,3,1.0,1.0,1,7,4,1140,9639,1140,0,51,0,0,1,0,0,230000
3595,47.5663,-122.163,4,2.5,1.0,1,8,4,2150,8536,1400,750,51,0,0,1,0,0,871000
3596,47.5624,-122.176,4,2.25,1.0,1,8,4,2650,8149,1610,1040,43,0,0,1,0,0,665000
3597,47.6829,-122.20200000000001,3,2.0,1.0,1,8,3,1470,6000,1090,380,68,1,0,1,0,0,630000
3598,47.7251,-122.16799999999999,4,2.5,1.0,1,7,3,2060,6958,1220,840,44,0,0,1,0,0,462000
3599,47.5082,-122.166,3,2.0,1.0,1,7,3,2030,8649,2030,0,20,0,0,1,0,0,365000
3600,47.6298,-122.022,3,2.5,2.0,1,9,3,2490,5978,2490,0,15,0,0,1,0,0,645000
3601,47.5977,-122.008,5,2.75,2.0,1,8,3,2900,5155,2900,0,10,0,0,1,0,0,670000
3602,47.3701,-122.07799999999999,3,1.0,1.0,1,6,5,870,5200,870,0,49,0,0,1,0,0,217000
3603,47.6748,-122.37100000000001,3,2.0,1.0,1,7,4,1260,2500,750,510,31,0,0,1,0,0,503000
3604,47.6728,-122.325,3,2.0,2.0,1,7,3,1300,3000,1300,0,32,0,0,1,0,0,480000
3605,47.6848,-122.39200000000001,3,1.0,1.0,1,7,3,1270,4268,1270,0,97,0,0,1,0,0,475000
3606,47.5371,-121.756,2,2.5,2.0,1,12,3,3900,920423,3900,0,9,0,0,1,0,0,1998000
3607,47.4816,-122.005,4,1.75,1.0,1,7,4,2350,54450,1250,1100,47,0,0,1,0,0,449000
3608,47.4663,-122.006,4,2.25,2.0,1,8,4,2420,36680,2420,0,41,0,0,1,0,0,500000
3609,47.7432,-122.11200000000001,4,2.5,2.0,1,9,3,2800,72309,2800,0,26,0,0,1,0,0,752875
3610,47.722,-122.02600000000001,3,2.5,2.0,1,9,3,2180,37042,2180,0,20,0,0,1,0,0,650000
3611,47.4556,-122.087,4,2.75,1.0,1,8,3,2400,20000,1170,1230,57,1,0,1,0,0,420000
3612,47.458,-122.368,3,3.5,1.0,1,8,4,3190,29982,2630,560,77,0,0,1,0,0,1050000
3613,47.2851,-122.277,4,3.5,2.5,1,9,3,3828,18900,3828,0,4,0,0,1,0,0,552900
3614,47.3726,-122.025,3,2.5,2.0,1,9,3,3080,13880,3080,0,28,0,0,1,0,0,569999
3615,47.3719,-122.056,3,2.25,2.0,1,9,3,2600,15000,2600,0,40,0,0,1,0,0,428000
3616,47.3738,-122.226,6,2.0,2.5,1,7,4,2780,13950,2780,0,63,1,0,1,0,0,325000
3617,47.56,-122.225,5,4.0,2.0,1,10,4,4050,11358,2780,1270,38,0,0,1,0,0,1288000
3618,47.3157,-122.251,4,2.75,2.0,1,8,4,3230,12651,3230,0,16,0,0,1,0,0,409000
3619,47.6651,-122.19,5,3.25,1.0,1,9,4,3080,13394,2230,850,50,0,0,1,0,0,1125000
3620,47.3808,-122.211,4,1.75,1.0,1,7,3,1620,10530,1620,0,50,0,0,1,0,0,249950
3621,47.742,-122.208,4,2.5,2.0,1,9,3,2830,10677,2830,0,25,0,0,1,0,0,627250
3622,47.5651,-122.221,4,2.25,1.0,1,8,3,2160,9525,1080,1080,57,0,0,1,0,0,750000
3623,47.7161,-122.33,3,1.0,1.0,1,7,3,1410,9384,1410,0,70,0,0,1,0,0,450500
